"ID","Deleted","AttribKey","ReflectionKey","AssetID","SpeechID","LiveCode","Unlocked","Online","NewUnlocked","TeamId","TeamRef","RosterPosition","FirstName","LastName","ScaledHeight","JerseyNum","BirthDay","BirthMonth","BirthYear","Rating_Overall","Rating_Block","Rating_Clutch","Rating_Dribble","Rating_Dunk","Rating_Pass","Rating_Speed","Rating_Steal","Rating_Strength","Rating_2PT_Shooting","Rating_3PT_Shooting","IsCreated","Handedness","HotSpot_Id","Shot_Package","Dunk_Package","Loco_Package","Challenge_Base","Challenge_Aggression","Challenge_Block","Challenge_Defensive_Lag","Challenge_Shove","Challenge_Spin","Tendency_Anklebreaker","Tendency_Steal","Tendency_Fadeaway","Tendency_Perimeter"
242,0,"javale_mcgee","javale_mcgee_r",242,242,0,1,1,0,6,"Denver",2,"Javale","Mcgee","1.0243",34,29,6,1981,3,9,4,4,9,2,6,2,7,4,1,0,"r",17,"package_shot_generic","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
265,0,"kenneth_faried","kenneth_faried_r",265,265,0,1,1,0,6,"Denver",3,"Kenneth","Faried","1.05",35,19,11,1989,8,8,7,6,9,6,8,6,9,7,4,0,"r",17,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
257,0,"randy_foye","randy_foye_r",257,257,0,1,1,0,6,"Denver",4,"Randy","Foye","1.0126",4,23,8,1978,1,2,3,7,4,5,8,5,3,5,7,0,"r",12,"package_shot_generic","package_dunk_basic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
255,0,"jj_hickson","jj_hickson_r",255,255,0,1,1,0,6,"Denver",5,"JJ","Hickson","1.0243",7,29,6,1981,1,5,5,4,7,5,6,3,7,4,2,0,"r",7,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
266,0,"ty_lawson","ty_lawson_r",266,266,0,1,1,0,6,"Denver",6,"Ty","Lawson","0.93",3,3,11,1987,8,3,9,9,4,9,9,8,4,8,7,0,"r",7,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
250,0,"arron_afflalo","arron_afflalo_r",250,250,0,1,1,0,6,"Denver",7,"Arron","Afflalo","1.0009",10,15,10,1980,1,2,7,7,6,5,6,9,4,6,6,0,"l",10,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
164,0,"brandon_jennings","brandon_jennings_r",164,141,0,1,1,0,7,"Detroit",1,"Brandon","Jennings","0.94",7,23,8,1978,10,2,5,8,5,9,8,8,4,5,7,0,"l",2,"package_shot_generic","package_dunk_basic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,"josh_smith","josh_smith_r",1,1,0,1,1,0,7,"Detroit",2,"Josh","Smith","1.03",6,5,12,1985,8,9,6,6,9,6,6,8,6,6,2,0,"l",12,"package_shot_generic","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
32,0,"isaiah_thomas","isaiah_thomas_r",32,32,0,0,0,0,7,"Detroit",3,"Isaiah","Thomas","0.93",11,1,1,1950,0,1,9,9,2,10,9,9,6,8,8,0,"r",12,"package_shot_sigisiah","package_layup_generic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
33,0,"bill_laimbeer","bill_laimbeer_r",33,33,0,0,0,0,7,"Detroit",4,"Bill","Laimbeer","1.03",40,1,1,1950,0,8,7,3,6,3,4,4,9,8,6,0,"r",15,"package_shot_generic","package_dunk_bigman","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
129,0,"caron_butler","caron_butler_r",129,129,0,1,1,0,7,"Detroit",5,"Caron","Butler","1.01",2,13,3,1980,8,4,8,8,8,7,7,9,7,7,6,0,"r",17,"package_shot_generic","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
96,0,"andre_iguodala","andre_iguodala_r",96,96,0,1,1,0,8,"Golden State",1,"Andre","Iguodala",1,9,28,1,1984,10,6,6,7,9,7,8,8,5,6,6,0,"r",16,"package_shot_generic","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
85,0,"david_lee","david_lee_r",85,85,0,1,1,0,8,"Golden State",2,"David","Lee","1.03",10,29,4,1983,10,5,5,7,8,6,4,6,8,7,1,0,"l",17,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
160,0,"stephen_curry","stephen_curry_r",160,137,0,1,1,0,8,"Golden State",3,"Stephen","Curry","0.94",30,23,8,1978,10,2,7,9,2,9,9,8,2,7,8,0,"r",4,"package_shot_generic","package_dunk_basic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
68,0,"andrew_bogut","andrew_bogut_r",68,68,0,1,1,0,8,"Golden State",4,"Andrew","Bogut","1.06",12,28,11,1984,10,8,7,4,7,7,2,5,7,7,2,0,"r",12,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
37,0,"tim_hardaway","tim_hardaway_r",37,37,0,0,0,0,8,"Golden State",5,"Tim","Hardaway","0.93",10,1,1,1950,0,1,8,10,1,9,8,8,3,8,8,0,"r",7,"package_shot_sighardaway","package_layup_generic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
38,0,"chris_mullin","chris_mullin_r",38,38,0,0,0,0,8,"Golden State",6,"Chris","Mullin","1.01",17,1,1,1950,0,6,8,5,4,4,5,8,4,9,9,0,"l",3,"package_shot_sigmullin","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
227,0,"james_harden","james_harden_r",437,511,0,1,1,0,9,"Houston",1,"James","Harden","1.0009",13,26,8,1989,2,2,8,7,7,6,7,5,5,9,8,0,"l",2,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
91,0,"dwight_howard","dwight_howard_r",91,91,0,1,1,0,9,"Houston",2,"Dwight","Howard","1.05",12,8,12,1985,9,10,7,6,10,5,7,5,9,6,4,0,"r",12,"package_shot_sighoward","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
40,0,"yao_ming","yao_ming_r",40,40,0,1,1,0,9,"Houston",3,"Yao","Ming","1.153",11,12,9,1980,1,10,6,1,7,4,1,1,8,8,3,0,"r",12,"package_shot_sigyao","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
43,0,"kenny_smith","kenny_smith_r",43,43,0,0,0,0,9,"Houston",4,"Kenny","Smith","0.95",30,1,1,1950,0,1,8,7,6,6,7,5,4,9,9,0,"r",5,"package_shot_sigsmith","package_dunk_basic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
42,0,"hakeem_olajuwon","hakeem_olajuwon_r",42,42,0,0,0,0,9,"Houston",5,"Hakeem","Olajuwon","1.06",34,1,1,1950,0,10,8,3,8,6,4,7,8,8,2,0,"r",12,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
161,0,"trevor_ariza","trevor_ariza_r",161,138,0,1,1,0,9,"Houston",6,"Trevor","Ariza","1.02",1,23,8,1978,1,4,5,5,7,4,6,8,5,5,8,0,"r",2,"package_shot_generic","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
80,0,"david_west","david_west_r",80,80,0,1,1,0,10,"Indiana",1,"David","West","1.04",21,29,8,1980,8,8,6,6,7,6,6,5,8,7,4,0,"r",14,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
245,0,"roy_hibbert","roy_hibbert_r",245,245,0,1,1,0,10,"Indiana",2,"Roy","Hibbert","1.1062",55,11,12,1985,3,10,6,5,8,5,3,3,8,8,1,0,"r",16,"package_shot_sigpau","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
254,0,"luis_scola","luis_scola_r",254,254,0,1,1,0,10,"Indiana",3,"Luis","Scola","1.0243",4,29,6,1981,1,5,6,7,7,4,6,5,7,7,2,0,"r",12,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
259,0,"paul_george","paul_george_r",259,259,0,1,1,0,10,"Indiana",4,"Paul","George","1.02",24,9,5,1990,9,8,8,8,9,8,8,9,7,8,8,0,"r",12,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
48,0,"detlef_schrempf","detlef_schrempf_r",48,48,0,0,0,0,10,"Indiana",5,"Detlef","Schrempf","1.03",11,1,1,1950,0,2,8,3,5,8,5,4,6,8,8,0,"r",3,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
50,0,"blake_griffin","blake_griffin_r",50,50,0,1,1,0,11,"Los Angeles C",1,"Blake","Griffin","1.03",32,1,1,1950,8,8,6,4,8,6,6,5,8,7,3,0,"r",13,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
79,0,"chris_paul","chris_paul_r",79,79,0,1,1,0,11,"Los Angeles C",2,"Chris","Paul","0.94",3,6,5,1985,9,4,8,9,4,10,9,10,5,8,7,0,"r",6,"package_shot_sigpaul","package_dunk_basic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
267,0,"deandre_jordan","deandre_jordan_r",267,267,0,1,1,0,11,"Los Angeles C",3,"DeAndre","Jordan","1.071",6,21,7,1988,1,9,4,2,9,5,6,4,8,6,1,0,"r",12,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
52,0,"danny_manning","danny_manning_r",52,52,0,0,0,0,11,"Los Angeles C",4,"Danny","Manning","1.03",5,1,1,1950,0,6,7,6,7,6,7,6,7,8,4,0,"r",13,"package_shot_generic","package_dunk_bigman","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
285,0,"jamal_crawford","jamal_crawford_r",285,285,0,1,1,0,11,"Los Angeles C",5,"Jamal","Crawford","1.024",11,29,6,1981,8,4,8,9,5,8,8,7,6,8,8,0,"r",17,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
53,0,"kobe_bryant","kobe_bryant_r",53,53,0,1,1,0,12,"Los Angeles L",1,"Kobe","Bryant",1,24,23,8,1978,10,6,9,9,9,9,9,8,6,8,7,0,"r",6,"package_shot_sigkobe","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
101,0,"steve_nash","steve_nash_r",101,101,0,1,1,0,12,"Los Angeles L",2,"Steve","Nash","0.97",10,7,2,1974,10,3,8,9,1,10,7,6,4,7,10,0,"r",7,"package_shot_signash","package_layup_generic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
19,0,"shaquille_oneal","shaquille_oneal_r",19,19,0,1,1,0,12,"Los Angeles L",3,"Shaquille","O'Neal","1.07",34,6,3,1972,5,7,7,3,8,4,1,5,9,7,1,0,"r",12,"package_shot_sigshaq","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
56,0,"magic_johnson","magic_johnson_r",56,56,0,0,0,0,12,"Los Angeles L",4,"Magic","Johnson","1.03",32,1,1,1950,0,2,9,9,6,10,7,7,8,9,4,0,"r",13,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
57,0,"james_worthy","james_worthy_r",57,57,0,0,0,0,12,"Los Angeles L",5,"James","Worthy","1.03",42,1,1,1950,0,3,7,4,8,7,6,6,7,8,4,0,"r",12,"package_shot_generic","package_dunk_bigman","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
244,0,"jeremy_lin","jeremy_lin_r",244,244,0,1,1,0,12,"Los Angeles L",6,"Jeremy","Lin","0.9775",7,23,8,1988,1,1,8,8,1,8,8,7,4,7,7,0,"r",15,"package_shot_signash","package_layup_generic","package_loco_smallman",-1,-1,-1,-1,-1,-1,0,0,0,0
123,0,"carlos_boozer","carlos_boozer_r",123,123,0,1,1,0,12,"Los Angeles L",7,"Carlos","Boozer","1.02",5,20,11,1981,10,6,6,5,7,4,6,6,8,8,1,0,"r",16,"package_shot_sigboozer","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
59,0,"zach_randolph","zach_randolph_r",59,59,0,1,1,0,13,"Memphis",1,"Zach","Randolph","1.04",50,1,1,1950,8,2,5,3,8,2,5,3,9,6,2,0,"l",12,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
226,0,"marc_gasol","marc_gasol_r",226,313,0,1,1,0,13,"Memphis",2,"Marc","Gasol","1.0945",33,1,1,1950,1,8,6,2,8,3,4,1,8,6,2,0,"r",17,"package_shot_generic","package_dunk_highskill","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
61,0,"bryant_reeves","bryant_reeves_r",61,61,0,0,0,0,13,"Memphis",3,"Bryant","Reeves","1.05",50,1,1,1950,0,4,4,1,6,2,1,3,9,7,3,0,"r",14,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
268,0,"tony_allen","tony_allen_r",268,268,0,1,1,0,13,"Memphis",4,"Tony","Allen","0.98",9,11,1,1982,8,7,7,7,8,7,8,9,8,7,4,0,"l",12,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
269,0,"mike_conley","mike_conley_r",269,269,0,1,1,0,13,"Memphis",5,"Mike","Conley","0.96",11,11,10,1987,8,5,8,9,3,9,9,10,5,9,8,0,"l",12,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
92,0,"vince_carter","vince_carter_r",92,92,0,1,0,0,13,"Memphis",6,"Vince","Carter",1,25,26,1,1977,8,6,7,7,9,8,6,7,5,7,7,0,"r",4,"package_shot_sigcarter","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
62,0,"dwayne_wade","dwayne_wade_r",62,62,0,1,1,0,14,"Miami",1,"Dwyane","Wade","0.98",3,17,1,1982,10,6,8,9,8,8,9,9,5,6,5,0,"r",12,"package_shot_sigwade","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
119,0,"chris_bosh","chris_bosh_r",119,119,0,1,1,0,14,"Miami",2,"Chris","Bosh","1.04",1,24,3,1984,9,7,8,7,8,7,7,5,7,8,6,0,"l",12,"package_shot_sigbosh","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
65,0,"glen_rice","glen_rice_r",65,65,0,0,0,0,14,"Miami",3,"Glen","Rice",1,41,1,1,1950,0,3,8,6,5,3,6,5,5,8,9,0,"r",5,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
66,0,"rony_seikaly","rony_seikaly_r",66,66,0,0,0,0,14,"Miami",4,"Rony","Seikaly","1.06",4,1,1,1950,0,8,5,5,7,2,3,3,8,7,1,0,"r",12,"package_shot_generic","package_dunk_bigman","package_loco_bigman",-1,-1,-1,-1,-1,-1,0,0,0,0
14,0,"luol_deng","luol_deng_r",14,14,0,1,1,0,14,"Miami",5,"Luol","Deng","1.02",9,16,4,1985,7,6,4,5,6,4,6,6,7,7,5,0,"r",13,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
44,0,"danny_granger","danny_granger_r",44,44,0,1,1,0,14,"Miami",6,"Danny","Granger","1.01",22,20,4,1983,9,7,7,7,7,7,7,7,5,7,8,0,"r",3,"package_shot_siggranger","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
60,0,"oj_mayo","oj_mayo_r",60,60,0,1,1,0,15,"Milwaukee",1,"OJ","Mayo","0.98",0,5,11,1987,7,2,8,8,7,7,8,7,4,6,7,0,"r",3,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
271,0,"larry_sanders","larry_sanders_r",271,271,0,1,1,0,15,"Milwaukee",2,"Larry","Sanders","1.0243",8,21,11,1988,8,9,6,5,9,5,7,7,9,6,4,0,"r",17,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
272,0,"ersan_ilyasova","ersan_ilyasova_r",272,272,0,1,1,0,15,"Milwaukee",3,"Ersan","Ilyasova","1.02",7,15,5,1987,8,6,7,8,6,6,7,6,7,7,8,0,"r",17,"package_shot_generic","package_dunk_basic","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
192,0,"mascot_mil","mascot_mil_r",192,163,0,1,0,0,15,"Milwaukee",4,"mascot","bango",1,99,23,8,1978,1,6,4,7,9,6,7,7,6,8,6,0,"r",15,"package_shot_generic","package_dunk_highskill","package_loco_swingman",-1,-1,-1,-1,-1,-1,0,0,0,0
